"ID","XCOO","YCOO","ELEV","COUN","ASP","TOPC","LITO","Ag","Ag_INAA","Al","Al_XRF","Al2O3","As","As_INAA","Au","Au_INAA","B","Ba","Ba_INAA","Be","Bi","Br_IC","Br_INAA","Ca","Ca_INAA","Ca_XRF","CaO","Cd","Ce_INAA","Cl_IC","Co","Co_INAA","Cr","Cr_INAA","Cs_INAA","Cu","EC","Eu_INAA","F_IC","Fe","Fe_INAA","Fe_XRF","Fe2O3","Hf_INAA","Hg","Hg_INAA","Ir_INAA","K","K_XRF","K2O","La","La_INAA","Li","LOI","Lu_INAA","Mg","Mg_XRF","MgO","Mn","Mn_XRF","MnO","Mo","Mo_INAA","Na","Na_INAA","Na_XRF","Na2O","Nd_INAA","Ni","Ni_INAA","NO3_IC","P","P_XRF","P2O5","Pb","Pd","pH","PO4_IC","Pt","Rb","S","Sb","Sb_INAA","Sc","Sc_INAA","Se","Se_INAA","Si","Si_XRF","SiO2","Sm_INAA","Sn_INAA","SO4_IC","Sr","Sr_INAA","Ta_INAA","Tb_INAA","Te","Th","Th_INAA","Ti","Ti_XRF","TiO2","U_INAA","V","W_INAA","Y","Yb_INAA","Zn","Zn_INAA"
414,640450,7680000,140,"RUS","FLAT",56,51,0.015,2.5,3520,72500,13.7,0.6,0.25,0.58502,0.001,1.5,41.3,850,0.09,0.007,0.001,2.5,1470,30000,26400,3.7,0.02,35,0.001,3.7,9,12.4,40,0.5,13.8,0.15,1.2,0.0005,5840,20800,29700,4.25,3,0.01,0.5,0.0025,900,10200,1.24,11.5,21,3.2,0.5,0.21,1860,10700,1.78,65.9,610,0.08,0.2,0.5,90,31900,26200,3.54,18,7.7,10,0.0005,312,300,0.07,1.4,0.50315,6,0.002,0.6197,29,10,0.005,0.05,1.1,8.5,0.015,1.5,80,323000,69.11,2.4,50,1,4.9,250,0.25,0.25,0.0015,4,3.1,493,3050,0.51,0.25,16.2,0.5,2.4,1.4,12.6,25
415,753970,7530000,170,"RUS","SE",35,52,0.004,2.5,16900,74400,14.07,0.5,2.2,0.68075,0.001,1.5,101,660,0.3,0.025,0.001,6.2,5100,30000,34700,4.86,0.028,45,0.003,14,27,76.2,230,2,86.3,0.39,1.3,0.0005,25900,60300,50900,7.29,5,0.01,0.5,0.0025,3100,11500,1.39,20.7,27,13.2,2.9,0.34,10300,23200,3.86,274,850,0.11,0.1,0.5,390,28200,24700,3.33,25,40.5,10,0.0005,939,870,0.2,1.9,1.60194,5.7,0.002,0.70376,58,38,0.005,0.3,3.1,17,0.06,1.5,160,285600,61.12,3.6,50,9,12.1,250,0.25,0.25,0.014,7,4.9,1540,4370,0.73,0.25,46.7,0.5,6.2,2.1,34.9,25
416,673124,7680000,260,"RUS","N",37,21,0.004,2.5,4720,70900,13.41,0.1,0.25,0.42648,0.001,1.5,23.5,780,0.16,0.02,0.001,4,2070,5000,20900,2.93,0.018,67,0.002,3.4,9,15.9,63,0.5,5.9,0.32,1.2,0.0005,12900,29700,34000,4.87,6,0.01,0.5,0.0025,600,16800,2.03,20.9,35,4.3,1.08,0.31,1360,8900,1.49,97.2,540,0.07,0.1,0.5,120,26300,24500,3.31,19,6,10,0.0005,590,480,0.11,2.9,0.66706,5.7,0.002,0.25,40,32,0.005,0.05,1.5,9.9,0.015,1.5,90,326500,69.86,3.6,50,4,4.8,250,2.6,0.25,0.0015,12,12,637,4070,0.68,0.25,31,0.5,5.9,1.9,11.6,25
417,663618,7500000,180,"RUS","NW",30,1,0.012,2.5,8480,73800,13.95,0.4,3.3,0.23286,0.001,1.5,31.9,560,0.23,0.038,0.001,3.3,1260,30000,19500,2.73,0.037,12,0.001,5,7,16.7,49,1,9.2,0.22,0.6,0.0005,8790,16800,16000,2.29,3,0.01,0.5,0.0025,500,14300,1.73,6.2,7.4,10.2,1.28,0.07,2210,5700,0.95,182,380,0.05,0.1,0.5,100,35000,29600,3.99,5,13.2,10,0.0005,285,210,0.05,1.3,0.43279,5.8,0.002,0.932,50,22,0.005,0.05,1.7,5.3,0.02,1.5,120,337800,72.28,0.9,50,5,5.7,250,0.25,0.25,0.0015,4,2.7,509,1370,0.23,2.5,17.3,0.5,2.2,0.7,21.8,118
418,562025,7540000,260,"FIN","NE",75,1,0.005,2.5,16000,73400,13.87,0.4,0.25,0.49496,0.005,1.5,50.5,710,0.3,0.018,0.001,3.3,690,20000,13600,1.91,0.043,68,0.001,7.8,18,29.8,160,0.5,12.9,0.29,1.3,0.0005,16000,61100,51000,7.3,9,0.01,0.5,0.0025,600,13300,1.61,13.7,33,4.3,2.19,0.67,2090,15000,2.49,148,690,0.09,0.1,0.5,80,13600,12200,1.65,30,16,10,0.0005,227,260,0.06,2,0.4164,6,0.002,0.5146,30,24,0.005,0.05,3.2,20,0.044,1.5,150,314700,67.35,4.8,50,4,4.2,250,1.7,1.1,0.0015,9,11,654,6170,1.03,0.25,33,0.5,3.8,4.3,25,153
421,399891,7520000,215,"FIN","NE",35,51,0.009,2.5,13300,67100,12.69,2.7,2.7,1.12477,0.001,1.5,85.9,800,0.25,0.029,0.001,0.25,3530,30000,23700,3.33,0.027,41,0.004,14.2,24,46.8,99,0.5,51.6,0.25,1.3,0.0005,31200,61400,49900,7.14,5,0.01,1,0.0025,2200,15000,1.81,13.6,22,12.5,1.78,0.36,6450,13800,2.3,200,690,0.09,0.1,0.5,270,28200,24200,3.27,21,26.2,10,0.0005,563,520,0.12,0.8,0.39952,6.1,0.002,0.25,96,39,0.02,0.2,4.7,19,0.058,1.5,90,308200,65.96,3.5,50,5,8.5,250,0.25,0.25,0.0015,7,4.3,1450,6530,1.09,1.9,72.2,0.5,6,2.2,21.7,196
422,575100,7640000,220,"RUS","SW",39,32,0.011,2.5,6110,73300,13.85,0.3,0.25,1.77744,0.008,4,47.8,780,0.12,0.014,0.001,4.6,1950,30000,20200,2.84,0.024,70,0.001,4.9,13,18.5,93,0.5,13,0.16,1.9,0.0005,11600,50400,38800,5.56,7,0.01,0.5,0.0025,800,12000,1.45,15.8,36,2.4,0.68,0.52,2390,12800,2.13,95,610,0.08,0.1,0.5,200,21400,18600,2.51,26,11.7,10,0.0005,506,430,0.1,1.4,0.1,6,0.002,0.25,42,16,0.005,0.05,2,19,0.036,1.5,100,326500,69.86,4.8,50,1,9.4,250,1.8,0.25,0.004,7,8.3,424,3050,0.51,0.25,29,0.5,4.2,3.4,12.8,25
423,406350,7650000,360,"NOR","E",50,1,0.005,2.5,3320,58800,11.11,0.2,0.25,0.3555,0.001,1.5,11.1,750,0.11,0.037,0.001,2.4,1430,5000,16000,2.25,0.015,31,0.001,2.5,7,15.5,70,0.5,3.9,0.22,0.9,0.0005,7090,23700,17200,2.46,6,0.01,0.5,0.0025,600,19500,2.36,13.8,18,3.7,0.68,0.27,1450,6500,1.08,53.5,300,0.04,0.1,0.5,100,27600,23200,3.13,11,5.7,10,0.0005,214,170,0.04,1.4,1.31295,5.9,0.002,0.78922,56,12,0.005,0.05,1.1,8.3,0.015,1.5,90,354900,75.94,2,50,2,4.6,250,1.7,0.25,0.0015,9,9.6,496,2030,0.34,1.7,16.6,0.5,2.8,1.5,5.5,25
424,701633,7670000,180,"RUS","E",40,21,0.021,2.5,8830,76400,14.44,0.4,0.25,0.38346,0.001,1.5,53.2,820,0.21,0.034,0.001,5.8,2570,40000,23000,3.22,0.028,63,0.003,5.7,11,35.8,96,1,17.1,0.31,1.3,0.0005,14300,33100,29100,4.17,6,0.01,0.5,0.0025,2700,16700,2.02,17.9,34,8.8,1.79,0.32,3740,9700,1.62,93.5,460,0.06,0.9,8,230,29900,26200,3.54,20,18.6,120,0.001,513,520,0.12,3.3,0.1,6,0.002,0.25,69,49,0.005,0.05,2.9,11,0.059,1.5,90,319900,68.46,4.1,50,3,8.3,250,0.25,0.25,0.008,9,10,1070,2690,0.45,0.25,35.8,0.5,4.6,1.7,23.7,25
425,646549,7440000,160,"RUS","FLAT",50,1,0.004,2.5,5640,70700,13.37,0.1,0.5,0.20792,0.001,1.5,29,520,0.1,0.011,0.001,2.9,1160,10000,20500,2.87,0.022,15,0.002,3,8,14,68,0.5,3.4,0.23,0.5,0.0005,6810,18500,15800,2.26,3,0.01,0.5,0.0025,1000,12800,1.55,5,8.4,8.3,1.03,0.14,2230,7000,1.17,81.2,300,0.04,0.1,0.5,90,30300,28700,3.88,6,7.8,10,0.0005,281,210,0.05,1.3,0.1,5.7,0.002,0.25,42,19,0.005,0.05,1.1,6.4,0.011,1.5,90,342900,73.38,1.3,50,4,5.2,250,0.25,0.25,0.0015,1.5,1.7,510,1310,0.22,0.25,14,0.5,1.1,0.5,13.9,25
427,795826,7590000,250,"RUS","NW",40,20,0.004,2.5,8180,74500,14.09,0.2,0.25,0.52252,0.001,1.5,81.7,660,0.15,0.009,0.001,0.25,2790,5000,23900,3.35,0.019,73,0.001,8.5,11,41.2,79,0.5,18.6,0.21,1.7,0.0005,25400,36800,33000,4.73,5,0.01,0.5,0.0025,2700,16600,2.01,19,38,7.2,0.97,0.25,4130,9400,1.56,126,460,0.06,0.1,0.5,100,28200,25700,3.47,30,23.8,10,0.0005,1160,960,0.22,1.3,0.32697,6,0.002,1.00225,50,21,0.005,0.05,2.3,9,0.039,1.5,160,324600,69.45,4.6,50,1,13.5,250,0.25,0.25,0.011,8,6.6,1170,2390,0.4,0.25,55.7,0.5,5.1,1.4,28.4,124
428,781927,7610000,280,"RUS","W",60,20,0.013,2.5,6550,81600,15.43,0.3,0.25,3.20058,0.001,1.5,38.6,580,0.12,0.01,0.001,5.2,1880,30000,28500,3.99,0.027,48,0.002,6.1,12,35.2,110,0.5,13.8,0.24,1.3,0.0005,10600,29600,26900,3.86,6,0.01,0.5,0.0025,1300,12000,1.45,9.7,24,5.2,1.33,0.24,2510,10100,1.69,91.1,460,0.06,0.1,0.5,120,34400,30100,4.07,16,22.1,10,0.0005,576,560,0.13,1.3,0.54133,6,0.002,0.25,59,27,0.005,0.05,1.6,11,0.04,1.5,90,314000,67.2,3.2,50,2,7.1,900,0.25,0.25,0.007,4,4.4,578,2210,0.37,0.25,26.8,0.5,3,1.4,15.1,25
429,685992,7660000,160,"RUS","W",33,7,0.004,2.5,6770,76600,14.48,0.2,0.25,0.41469,0.001,1.5,26.7,1000,0.19,0.011,0.001,6.4,3390,20000,26900,3.77,0.03,90,0.002,4.1,12,19.6,94,0.5,10.7,0.25,1.4,0.0005,13600,36100,35800,5.13,9,0.01,0.5,0.0025,500,17100,2.06,28,50,3.5,1.63,0.36,1960,11000,1.84,102,540,0.07,0.1,0.5,230,28300,24700,3.34,33,9.5,10,0.0005,828,690,0.16,3.3,0.30484,6,0.002,0.25,91,32,0.005,0.05,1.9,12,0.042,1.5,100,311400,66.63,5.3,50,3,11,250,0.25,0.25,0.0015,10,12,696,3530,0.59,0.25,30.2,0.5,8.1,2.5,11.9,66
430,727133,7550000,440,"RUS","SW",50,6,0.009,2.5,20300,81400,15.38,0.4,0.25,0.34328,0.001,1.5,56.7,570,0.22,0.01,0.001,9.3,3710,30000,33100,4.64,0.063,37,0.003,10.2,21,26.1,120,0.5,28.8,0.34,1.1,0.0005,16000,45500,43000,6.16,5,0.02,0.5,0.0025,1300,12600,1.52,10.7,16,10.3,3.51,0.26,4440,14500,2.42,172,690,0.09,0.1,0.5,440,23400,21400,2.89,13,40.3,10,0.0005,538,520,0.12,2,0.43651,6.1,0.002,0.25,37,50,0.005,0.2,2.4,14,0.058,1.5,90,291000,62.26,2.6,50,5,12.5,250,0.25,0.25,0.005,5,4.3,860,4070,0.68,0.25,33.8,0.5,2.6,1.7,36.7,25
432,765916,7400000,20,"RUS","N",40,1,0.026,2.5,7510,75400,14.26,0.8,0.25,2.75369,0.004,1.5,50.8,450,0.16,0.052,0.001,3.6,3100,30000,28300,3.96,0.045,27,0.004,6.9,15,30,120,1,23.3,0.59,0.9,0.0005,13300,36800,32400,4.64,4,0.01,0.5,0.0025,2000,12000,1.45,10,14,14.6,2.98,0.23,5370,13700,2.28,151,540,0.07,0.4,0.5,210,29500,28300,3.82,15,18.3,180,0.0005,630,520,0.12,3.2,1.36404,5.8,0.002,0.68715,44,40,0.005,0.05,2.4,13,0.047,1.5,90,306800,65.64,2.4,50,3,7.9,250,0.25,0.25,0.008,4,2.4,1050,3050,0.51,0.25,30.6,0.5,3.3,1.5,28.1,110
436,469463,7480000,230,"FIN","FLAT",42,51,0.018,2.5,24300,80700,15.25,1.9,2.7,2.01667,0.001,1.5,54.1,550,0.56,0.111,0.001,4.5,930,10000,13500,1.9,0.023,48,0.001,11.5,17,58.9,130,1,34.6,0.4,1,0.0005,26200,40700,37000,5.3,5,0.03,0.5,0.0025,800,19000,2.29,15.6,24,11.4,4.47,0.3,7580,14400,2.4,188,460,0.06,0.1,0.5,100,20800,18900,2.56,14,32.8,10,0.001,451,430,0.1,3.8,0.1,5.5,0.002,0.25,63,63,0.063,0.3,4,15,0.127,1.5,210,303500,64.95,2.9,50,6,7.7,250,0.25,0.25,0.026,11,8.8,1080,4370,0.73,2.7,50.3,0.5,5.6,1.8,31.1,25
437,633082,7490000,280,"RUS","FLAT",51,1,0.008,2.5,6440,67100,12.69,0.5,0.25,0.42739,0.001,1.5,25.5,390,0.13,0.051,0.001,0.25,1010,20000,22500,3.16,0.022,15,0.001,9,15,21.9,390,1,5.7,0.16,0.7,0.0005,7850,21700,20300,2.91,4,0.01,0.5,0.0025,700,8300,1,5.6,8.7,8.4,1.12,0.14,8800,14500,2.42,118,380,0.05,0.1,4,70,28900,26500,3.58,11,95.5,130,0.0005,299,260,0.06,1,0.1,6.1,0.002,0.25,36,9,0.005,0.05,1.3,7.9,0.02,1.5,220,339100,72.57,1.4,50,1,4.3,700,0.25,0.25,0.004,1.5,2.4,369,1910,0.32,0.25,12.5,0.5,1.4,1,10.7,122
438,424531,7540000,215,"FIN","W",52,51,0.007,2.5,10600,66600,12.6,21.1,25,5.49399,0.001,1.5,18.4,670,0.24,0.029,0.001,2.8,1110,20000,18300,2.57,0.03,31,0.001,9,15,29.8,90,2,21.2,0.25,0.9,0.0005,15900,33700,30000,4.3,5,0.05,0.5,0.0025,100,16100,1.95,9.1,15,6.9,1.86,0.24,4400,11200,1.87,158,460,0.06,0.1,0.5,90,27300,24400,3.3,9,14.9,10,0.0005,163,170,0.04,2.3,0.1,5.9,0.002,1.39714,54,19,0.196,0.9,3.3,14,0.067,1.5,140,329600,70.52,2.2,50,3,5.6,250,1.3,0.25,0.007,5,4.7,819,3710,0.62,1.6,41.1,0.5,3.1,1.5,20.6,90
439,393963,7470000,245,"FIN","NE",45,1,0.002,2.5,8760,70100,13.26,0.8,0.8,0.65514,0.001,1.5,34.1,840,0.3,0.027,0.001,2.9,1280,20000,16800,2.36,0.014,39,0.003,5.6,9,33,71,0.5,11.4,0.25,1,0.0005,16200,28600,25500,3.65,5,0.03,0.5,0.0025,1000,22100,2.67,14.6,21,8,1.54,0.23,3240,8100,1.35,103,380,0.05,0.1,0.5,100,27300,25800,3.48,15,13.3,10,0.0005,453,430,0.1,2,0.41977,6,0.002,1.39774,73,15,0.025,0.05,2.3,8.5,0.056,1.5,110,329500,70.51,2.7,50,4,6.1,250,0.25,0.25,0.011,7,5.6,985,2750,0.46,2.1,35.8,0.5,5.5,1.5,12.1,25
440,777229,7530000,340,"RUS","NE",28,82,0.01,2.5,71000,104300,19.72,1,0.25,0.23743,0.001,1.5,247,1400,4.64,0.0025,0.001,4.8,3010,50000,15300,2.15,0.081,180,0.005,1.7,6,2.2,11,2,8.9,0.35,3,0.0005,6780,41800,38100,5.45,14,0.01,0.5,0.0025,7700,50300,6.06,76.1,120,2.8,8.13,0.42,370,3900,0.66,236,1540,0.2,0.4,0.5,19400,44800,40400,5.45,60,1.2,10,0.0005,988,1170,0.27,2,0.42705,6,0.002,0.25,190,56,0.032,0.2,0.2,1.7,0.049,1.5,250,231400,49.52,8.5,50,4,838,1600,10,0.9,0.006,11,11,1020,9650,1.61,2.4,14,0.5,18.7,2.8,48.1,99
441,677588,7480000,240,"RUS","S",35,1,0.008,2.5,6800,75400,14.26,0.6,1.8,0.65938,0.001,1.5,49.4,520,0.18,0.047,0.001,0.25,2320,20000,25500,3.58,0.028,21,0.001,6.5,12,30.8,110,1,11.6,0.17,0.7,0.0005,11600,25600,23700,3.39,3,0.01,0.5,0.0025,1600,13100,1.58,8.7,12,11.6,1.1,0.12,4180,10700,1.78,122,380,0.05,0.1,0.5,90,33200,30300,4.09,12,25.8,80,0.0005,693,520,0.12,1.1,0.1,6.4,0.002,1.21811,58,16,0.005,0.05,1.7,8.3,0.028,1.5,100,324800,69.5,1.6,50,1,12,250,0.25,0.25,0.01,3,2.6,731,2030,0.34,0.25,23.4,0.5,2.1,0.8,19.9,56
442,617852,7510000,365,"FIN","W",46,1,0.042,2.5,36200,88900,16.8,1.6,0.25,0.88418,0.001,1.5,74.8,710,0.51,0.138,0.001,15,1340,5000,21000,2.94,0.033,52,0.005,11.5,17,55.5,130,2,22.5,0.56,1,0.0005,23400,36700,33600,4.81,6,0.05,0.5,0.0025,2100,14100,1.71,21.5,29,22.5,6.99,0.27,6500,11900,1.99,177,380,0.05,0.1,0.5,120,24400,24200,3.27,20,34.4,10,0.0005,573,560,0.13,4.3,0.3184,5.5,0.002,1.54021,42,146,0.033,0.05,3.6,11,0.179,1.5,140,285000,60.99,3.4,50,9,11.8,250,0.25,0.25,0.016,11,8,1280,3590,0.6,1.8,46.5,0.5,5.1,1.5,38.9,142
443,541130,7760000,200,"NOR","E",36,20,0.005,2.5,8430,78600,14.85,0.9,1.4,0.57052,0.004,1.5,53.9,550,0.19,0.011,0.001,11,4690,30000,37000,5.19,0.029,84,0.003,6.1,13,22.6,100,0.5,14.8,0.32,2.1,0.0005,13500,43600,39800,5.7,6,0.01,0.5,0.0025,1400,11000,1.33,28.5,46,6.3,1.56,0.41,5510,16000,2.66,160,690,0.09,0.1,0.5,200,29300,28700,3.88,35,11.5,10,0.0005,1190,1220,0.28,1.6,0.56429,5.8,0.002,1.11002,28,28,0.005,0.3,2,18,0.051,1.5,100,298000,63.76,6.6,50,6,24,250,0.25,0.25,0.004,6,5,802,3890,0.65,2.7,30.3,0.5,5.9,2.7,21.7,105
444,850684,7540000,190,"RUS","E",30,20,0.038,2.5,36600,78300,14.8,1.7,4.2,0.45126,0.001,1.5,214,850,10.2,0.217,0.001,17,3240,5000,18200,2.56,0.114,500,0.004,7.1,11,60.9,130,2,18.7,0.6,12.2,0.0005,14000,49900,49000,7.02,65,0.02,0.5,0.0025,1500,28800,3.48,199,310,9.4,6.45,2.1,4690,12100,2.02,1060,2090,0.27,0.9,4,2100,34700,33800,4.56,200,45.4,10,0.0013,77,960,0.22,7.9,0.48746,5.8,0.002,2.13135,150,160,0.08,0.4,1.3,6.9,0.082,1.5,120,263800,56.44,35,50,21,645,250,29,5.1,0.013,37,33,1670,7910,1.32,7.4,26.1,0.5,121,15.7,105,151
445,798791,7470000,80,"RUS","FLAT",60,1,0.011,2.5,9980,71500,13.51,0.5,0.25,0.33565,0.001,1.5,30.5,520,0.37,0.048,0.001,3.7,2130,20000,23800,3.34,0.034,44,0.006,6.9,13,25.9,96,2,26.2,0.5,0.9,0.0005,14100,33600,33000,4.72,6,0.01,0.5,0.0025,1100,14300,1.73,14.7,23,21.2,3.75,0.35,3870,9200,1.53,247,610,0.08,0.1,0.5,140,32100,27300,3.68,17,23.4,10,0.0005,418,430,0.1,4.7,0.33747,5.7,0.002,1.54663,89,59,0.005,0.05,1.5,9.1,0.049,1.5,330,313000,66.97,3.3,50,6,10.9,700,2.5,0.25,0.005,6,5.4,926,3170,0.53,0.25,23,0.5,5.6,2.5,39.1,93
447,726451,7740000,150,"RUS","FLAT",46,9,0.012,2.5,14200,71400,13.49,1.6,2.6,0.73711,0.007,1.5,15,700,0.52,0.115,0.001,9.5,3090,20000,9200,1.29,0.077,56,0.004,12,13,36.7,72,3,18,0.3,1,0.0005,25300,32300,27100,3.88,6,0.01,0.5,0.0025,700,21000,2.53,17.5,26,20.9,3.03,0.3,7650,8300,1.39,282,380,0.05,0.1,3,50,25600,23900,3.23,17,31.4,10,0.0005,501,480,0.11,7.9,0.96367,5.7,0.002,2.02656,88,47,0.091,0.4,4.1,10,0.101,1.5,130,327600,70.1,3.3,50,2,20.4,250,1.4,0.25,0.015,11,9.5,1610,3110,0.52,3,34.3,0.5,7.4,1.9,54.8,86
448,611379,7810000,180,"NOR","FLAT",52,9,0.006,2.5,13700,63900,12.08,4.3,5.7,0.55481,0.001,6,45.9,380,0.92,0.142,0.001,3,370,5000,2200,0.32,0.049,72,0.003,11.4,13,25.4,60,3,16.8,0.29,1.3,0.001,29600,36000,37600,5.38,15,0.02,0.5,0.0025,2400,26900,3.25,13.4,35,19.2,3.39,0.59,6530,10800,1.8,404,540,0.07,0.3,0.5,60,7600,7400,1,29,22.1,10,0.0005,306,300,0.07,6.7,0.62373,5.9,0.002,1.3562,87,28,0.149,0.6,3.6,10,0.114,1.5,130,334200,71.51,4.3,50,3,9.2,250,0.25,0.7,0.021,10,11,228,3890,0.65,2.7,26.7,0.5,7.3,3.8,46.5,67
452,560450,7760000,260,"NOR","S",43,20,0.011,2.5,3570,67400,12.74,0.1,0.25,0.34784,0.001,1.5,13.1,530,0.11,0.03,0.001,2.5,1850,20000,23000,3.22,0.028,35,0.001,2.4,8,7.7,54,0.5,7.4,0.21,1,0.0005,5730,33500,34000,4.87,6,0.01,0.5,0.0025,500,13500,1.63,11.3,20,3.1,0.57,0.41,1420,10400,1.74,65.8,540,0.07,0.1,0.5,120,24500,22100,2.99,14,4.3,10,0.0005,385,390,0.09,1.6,0.27042,6.1,0.002,1.80433,45,11,0.005,0.05,1.2,13,0.027,1.5,100,334400,71.55,2.8,50,1,5.3,250,1.9,0.25,0.008,5,5.7,410,3410,0.57,1.5,12,0.5,4.8,2.8,9.6,62
453,675508,7590000,130,"RUS","S",52,6,0.013,2.5,9600,74700,14.13,0.3,0.25,0.84101,0.001,1.5,84.7,580,0.19,0.006,0.001,3.5,2610,40000,40300,5.64,0.025,66,0.001,9.2,23,50.8,240,0.5,34.3,0.36,1.7,0.0005,17300,67900,59100,8.46,6,0.02,0.5,0.0025,1200,9200,1.11,13,28,4.4,1.63,0.47,5090,26600,4.42,107,920,0.12,0.1,0.5,230,24700,21600,2.92,25,32.3,10,0.0005,663,690,0.16,0.9,0.74485,6.4,0.002,1.10772,23,39,0.005,0.05,2.8,25,0.084,1.5,100,281000,60.12,4.8,50,5,7.5,700,0.25,0.8,0.008,5,3.3,1260,5570,0.93,0.25,49.2,0.5,4.4,3.4,19.1,169
454,540620,7860000,120,"NOR","S",30,10,0.025,2.5,10400,55200,10.43,4.3,4,0.38204,0.001,1.5,9.3,420,0.19,0.113,0.001,7.3,360,5000,1200,0.18,0.008,67,0.002,9.5,9,13.9,52,2,13.6,1.02,1,0.0005,22300,26000,25100,3.6,11,0.02,0.5,0.0025,1800,19800,2.39,21.8,23,7.2,3.17,0.58,4720,6600,1.1,244,300,0.04,0.1,0.5,20,7100,6600,0.9,19,12.2,10,0.0015,254,210,0.05,9,0.1,5.9,0.002,0.25,84,31,0.097,0.3,1.1,7.8,0.287,1.5,130,358700,76.76,3.3,50,6,1.9,250,0.25,0.9,0.015,12,11,756,3590,0.6,2.3,11.4,0.5,9.3,3.7,34.5,69
455,401650,7690000,380,"NOR","FLAT",40,1,0.005,2.5,4920,69100,13.06,0.2,0.25,0.58559,0.001,1.5,32.8,520,0.1,0.011,0.001,2.3,2020,20000,23700,3.32,0.011,27,0.001,4.7,9,16.5,63,0.5,12.7,0.32,0.8,0.0005,8220,21400,20200,2.89,5,0.01,0.5,0.0025,1800,13200,1.59,10,14,6.2,0.9,0.17,2620,8700,1.45,94.3,380,0.05,0.1,3,120,27900,29200,3.94,12,8.8,10,0.0005,418,430,0.1,0.9,0.71039,5.9,0.002,1.5301,53,14,0.005,0.05,1.1,9.4,0.02,1.5,110,347000,74.25,2.1,50,1,8,250,0.25,0.25,0.007,4,3.1,582,2030,0.34,0.25,17.1,0.5,2.2,1.2,12.5,25
456,700690,7610000,150,"RUS","SW",55,22,0.007,2.5,6960,65400,12.37,0.2,0.25,0.18351,0.001,1.5,48,570,0.13,0.008,0.001,9.5,3980,50000,10800,1.52,0.023,38,0.001,4.9,19,19.9,200,0.5,11,0.24,1.3,0.0005,9330,47000,23700,3.39,6,0.01,0.5,0.0025,900,28400,3.43,9.7,17,2.8,0.68,0.38,2860,3100,0.52,106,230,0.03,0.1,0.5,400,31800,25800,3.48,15,17.2,10,0.0005,650,260,0.06,0.9,0.1,6,0.002,0.56997,39,36,0.011,0.05,1.8,17,0.026,1.5,140,344000,73.62,3.5,50,1,12,600,0.25,0.7,0.005,1.5,1.5,610,2390,0.4,0.25,22.7,0.5,4.2,2.6,11.9,69
457,421257,7400000,235,"FIN","S",42,7,0.002,2.5,3600,79100,14.95,0.2,0.25,0.4957,0.001,1.5,18.5,1100,0.19,0.0025,0.001,0.25,950,20000,39900,5.59,0.009,25,0.002,3.7,3,35.9,18,0.5,4.3,0.19,0.6,0.0005,27100,12500,42500,6.09,3,0.01,0.5,0.0025,500,8300,1,18.8,17,3.1,1.21,0.09,1620,18800,3.12,54.5,770,0.1,0.1,2,60,27600,27300,3.68,9,11.6,10,0.0005,352,650,0.15,1.1,0.76058,5.8,0.002,1.31589,110,12,0.005,0.05,1,2.7,0.025,1.5,180,296400,63.42,1.4,50,2,3.3,250,0.25,0.25,0.0015,13,6.7,533,3770,0.63,0.8,55.7,0.5,3.7,0.6,6.9,25
458,527339,7420000,200,"FIN","NE",51,51,0.004,2.5,5320,51900,9.82,0.3,0.25,0.51452,0.001,1.5,12.6,390,0.17,0.018,0.001,2.5,820,5000,11600,1.63,0.018,19,0.001,3.6,8,29.2,79,0.5,4.7,0.28,0.5,0.0005,8600,22000,17200,2.47,2,0.01,0.5,0.0025,500,17000,2.05,5.9,11,3.1,1.45,0.15,1870,6800,1.14,96.2,230,0.03,0.1,0.5,60,18600,18300,2.47,8,9,69,0.0005,214,210,0.05,1.4,0.69231,5.9,0.002,1.12101,44,21,0.005,0.05,1.1,6.4,0.021,1.5,430,364700,78.04,1.3,50,3,2.1,250,0.25,0.25,0.0015,3,4.7,377,1670,0.28,1,19.1,0.5,1.8,0.8,7.4,25
459,695676,7600000,140,"RUS","SW",70,1,0.005,2.5,4510,73800,13.96,0.05,0.25,0.32165,0.001,1.5,19.6,550,0.08,0.008,0.001,3.6,2040,30000,36500,5.11,0.021,21,0.003,6.2,18,17.1,180,0.5,10.1,0.28,0.8,0.0012,7300,38000,50300,7.2,3,0.01,0.5,0.0025,400,9100,1.1,5.1,10,2.7,1.19,0.3,3320,24600,4.08,80.9,920,0.12,0.1,0.5,150,28300,23800,3.21,11,33.4,10,0.0005,324,340,0.08,0.7,0.68776,6.1,0.002,1.87098,21,23,0.005,0.05,1.1,13,0.02,1.5,260,299900,64.18,2.1,50,4,7,250,0.25,0.25,0.006,1.5,1,284,2930,0.49,0.25,13.4,0.5,2,1.7,10,85
